address,초등학교,중학교,고등학교,학원,유치원 및 어린이집,병의원 및 약국,보건소,응급의료기관시설,백화점,대형마트,복합쇼핑센터,시장,헬스장,수영장,체육관,공원,영화관,카페,도서관,놀이터,경로당,사회복지관,등산로,산책로,미세먼지,범죄안전등급,경찰관서,여성안심지킴이집
서울특별시 성북구 보문동6가,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,하,상,0,0,0,최상,최상,0,0
서울특별시 성북구 보문동7가,하,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,하,하,0,0,0,최상,최상,0,하
서울특별시 성북구 삼선동1가,0,0,0,0,0,하,0,0,0,0,0,0,하,0,0,0,0,중,0,0,0,0,0,중,최상,최상,0,하
서울특별시 성북구 삼선동2가,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,0,0,0,최상,최상,0,하
서울특별시 성북구 삼선동3가,하,0,중,중,중,0,0,0,0,0,0,0,0,0,0,상,0,중,0,0,0,0,0,0,최상,최상,0,0
서울특별시 성북구 삼선동4가,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,최상,최상,0,하
서울특별시 성북구 삼선동5가,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,상,중,0,0,0,0,0,최상,최상,0,중
서울특별시 성북구 상월곡동,0,0,0,중,하,중,0,0,0,0,0,0,0,0,0,0,0,상,중,중,상,0,하,0,최상,최상,0,0
서울특별시 성북구 석관동,중,하,중,상,상,최상,0,0,0,0,0,상,중,0,0,하,0,최상,중,중,최상,중,하,0,최상,최상,중,상
서울특별시 성북구 성북동,하,중,상,중,상,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,0,상,0,하,중,최상,최상,중,하
서울특별시 성북구 성북동1가,0,0,0,하,0,중,0,0,0,0,0,0,하,0,0,0,0,중,0,0,0,0,0,상,최상,최상,0,0
서울특별시 성북구 안암동1가,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,최상,최상,0,하
서울특별시 성북구 안암동2가,하,하,중,중,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,하,하,0,0,0,최상,최상,0,0
서울특별시 성북구 안암동3가,0,0,0,하,하,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,0,0,최상,최상,0,0
서울특별시 성북구 안암동4가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,최상,최상,0,0
서울특별시 성북구 안암동5가,0,0,0,하,0,상,0,중,0,0,0,0,중,0,0,0,0,최상,0,0,0,0,0,0,최상,최상,0,중
서울특별시 성북구 장위동,최상,중,0,상,최상,최상,0,0,0,0,0,상,0,0,0,하,0,최상,중,중,최상,0,0,0,최상,최상,중,상
서울특별시 성북구 정릉동,최상,중,상,최상,최상,최상,0,0,0,0,0,0,상,0,0,중,0,최상,최상,중,최상,중,최상,최상,최상,최상,상,최상
서울특별시 성북구 종암동,중,중,중,최상,상,최상,0,0,0,0,0,0,하,상,0,0,0,최상,중,상,최상,0,0,0,최상,최상,중,상
서울특별시 성북구 하월곡동,중,하,중,최상,상,최상,상,0,0,상,0,0,0,중,0,상,0,최상,상,중,최상,상,하,0,최상,최상,중,상
서울특별시 송파구 가락동,최상,최상,0,최상,최상,최상,0,중,0,0,0,0,상,상,0,최상,0,최상,0,최상,최상,중,0,0,최상,상,중,상
서울특별시 송파구 거여동,중,하,중,최상,상,최상,상,0,0,0,0,0,상,0,0,최상,0,최상,중,최상,최상,중,0,0,최상,상,0,하
서울특별시 송파구 마천동,중,0,0,상,상,최상,0,0,0,0,0,0,0,0,0,최상,0,상,중,최상,최상,중,하,0,최상,상,중,하
서울특별시 송파구 문정동,상,하,중,최상,상,최상,0,0,0,중,중,0,최상,중,0,최상,최상,최상,0,최상,최상,0,0,0,최상,상,중,최상
서울특별시 송파구 방이동,최상,최상,최상,최상,최상,최상,0,0,0,0,0,0,상,상,0,상,0,최상,0,상,최상,0,0,0,최상,상,중,최상
서울특별시 송파구 삼전동,하,하,중,최상,중,최상,0,0,0,0,0,0,하,중,0,중,0,최상,0,상,중,중,0,0,최상,상,중,상
서울특별시 송파구 석촌동,하,0,0,최상,중,최상,0,0,0,0,0,0,중,0,0,하,0,최상,중,상,중,0,0,0,최상,상,0,상
서울특별시 송파구 송파동,중,중,최상,최상,최상,최상,0,0,0,0,0,0,하,0,0,상,0,최상,중,상,최상,0,0,0,최상,상,0,최상
서울특별시 송파구 신천동,상,하,중,최상,상,최상,상,0,상,상,상,0,중,0,0,최상,상,최상,중,상,최상,0,0,0,최상,상,중,0
서울특별시 송파구 오금동,상,최상,상,최상,상,상,0,0,0,0,0,0,하,중,0,최상,0,최상,중,최상,최상,0,0,0,최상,상,중,상
서울특별시 송파구 잠실동,최상,최상,최상,최상,최상,최상,0,0,상,중,0,0,중,최상,0,최상,0,최상,최상,상,최상,중,0,0,최상,상,중,최상
서울특별시 송파구 장지동,상,중,중,최상,최상,상,0,0,0,0,0,0,중,0,0,최상,0,최상,상,상,최상,0,0,0,최상,상,상,상
서울특별시 송파구 풍납동,상,상,중,최상,상,최상,0,중,0,0,0,0,0,중,0,상,0,최상,중,중,최상,중,0,0,최상,상,중,하
서울특별시 양천구 목동,최상,최상,최상,최상,최상,최상,상,중,상,중,중,최상,최상,최상,0,최상,상,최상,최상,최상,최상,중,0,0,중,최상,상,최상
서울특별시 양천구 신월동,최상,최상,최상,최상,최상,최상,상,중,0,0,0,최상,상,중,0,최상,0,최상,최상,최상,최상,상,하,0,중,최상,최상,상
서울특별시 양천구 신정동,최상,최상,최상,최상,최상,최상,상,상,0,0,0,0,최상,최상,0,최상,0,최상,최상,최상,최상,상,0,0,중,최상,최상,상
서울특별시 영등포구 당산동,하,하,0,중,중,0,0,0,0,0,0,0,0,0,0,0,0,중,중,0,하,0,0,0,최상,중,0,0
서울특별시 영등포구 당산동1가,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,0,상,중,0,0,0,0,0,최상,중,0,0
서울특별시 영등포구 당산동2가,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,최상,중,0,하
서울특별시 영등포구 당산동3가,0,0,0,중,중,상,상,중,0,0,0,0,하,0,0,하,0,최상,중,0,최상,0,0,0,최상,중,0,0
서울특별시 영등포구 당산동4가,0,0,0,상,0,상,0,0,0,0,0,0,하,0,0,상,0,최상,0,0,최상,0,0,0,최상,중,0,0
서울특별시 영등포구 당산동5가,하,하,0,상,중,상,0,0,0,0,0,0,0,0,0,상,0,중,0,0,최상,0,0,0,최상,중,중,0
서울특별시 영등포구 당산동6가,0,0,0,중,0,상,0,0,0,0,0,0,0,0,0,0,0,상,중,하,하,0,0,0,최상,중,0,중
서울특별시 영등포구 대림동,최상,중,0,최상,최상,최상,0,최상,0,0,중,0,중,0,중,하,0,최상,최상,상,최상,0,0,0,최상,중,상,상
서울특별시 영등포구 도림동,0,0,0,상,하,상,0,0,0,0,0,0,0,0,0,하,0,최상,중,하,최상,0,0,0,최상,중,0,0
서울특별시 영등포구 문래동1가,하,0,0,중,중,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,최상,0,0,0,최상,중,0,0
서울특별시 영등포구 문래동2가,0,0,0,중,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,최상,중,0,하
서울특별시 영등포구 문래동3가,하,하,0,상,0,상,0,0,0,중,0,0,0,중,0,하,0,최상,중,0,최상,0,0,0,최상,중,중,상
서울특별시 영등포구 문래동4가,0,0,0,중,0,하,0,0,0,0,0,0,0,0,0,중,0,상,중,0,0,0,0,0,최상,중,0,0
서울특별시 영등포구 문래동5가,0,0,0,중,0,0,0,0,0,0,0,0,0,중,0,하,0,상,0,0,0,0,0,0,최상,중,0,0
서울특별시 영등포구 문래동6가,하,하,0,상,0,상,0,0,0,0,0,0,0,0,0,하,0,상,중,0,중,0,0,0,최상,중,0,0
서울특별시 영등포구 신길동,최상,중,최상,최상,최상,최상,0,중,0,0,0,0,최상,0,0,최상,0,최상,최상,중,최상,상,0,0,최상,중,상,상
서울특별시 영등포구 양평동1가,0,0,0,중,하,하,0,중,0,0,0,0,0,0,0,0,0,최상,중,하,최상,0,0,0,최상,중,중,0
서울특별시 영등포구 양평동2가,0,0,0,중,0,중,0,0,0,0,0,0,하,0,0,0,0,상,0,0,중,0,0,0,최상,중,0,0
서울특별시 영등포구 양평동3가,중,하,0,상,상,중,0,0,0,상,0,0,하,0,0,0,0,상,중,0,0,0,0,0,최상,중,0,하
서울특별시 영등포구 양평동4가,하,0,상,중,0,상,0,0,0,0,0,0,하,0,0,0,0,최상,중,하,0,0,0,0,최상,중,0,하
서울특별시 영등포구 양평동5가,0,0,0,상,하,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,최상,중,0,하
서울특별시 영등포구 양평동6가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,최상,중,0,0
서울특별시 영등포구 여의도동,중,중,상,최상,최상,최상,0,중,상,상,중,0,최상,중,0,하,상,최상,상,중,상,0,0,0,최상,중,중,상
서울특별시 영등포구 영등포동,하,하,0,상,중,상,0,0,상,0,0,0,0,0,0,하,중,최상,중,하,상,0,0,0,최상,중,중,0
서울특별시 영등포구 영등포동1가,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,0,0,최상,중,0,중
서울특별시 영등포구 영등포동2가,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,하,0,최상,0,0,0,0,0,0,최상,중,0,0
서울특별시 영등포구 영등포동3가,0,0,0,중,0,상,0,0,0,0,0,0,0,0,0,0,0,최상,0,0,최상,0,0,0,최상,중,중,0
서울특별시 영등포구 영등포동4가,0,0,0,중,0,상,0,중,상,0,중,0,0,0,0,0,상,최상,0,0,0,0,0,0,최상,중,0,중
서울특별시 영등포구 영등포동5가,0,0,0,중,0,상,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,최상,중,0,0
서울특별시 영등포구 영등포동6가,0,0,0,중,0,상,0,0,0,0,0,0,0,0,0,0,0,상,0,하,0,0,0,0,최상,중,0,0
서울특별시 영등포구 영등포동7가,하,0,0,중,중,중,0,중,0,0,0,0,0,0,0,하,0,상,중,하,0,0,0,0,최상,중,0,하
서울특별시 영등포구 영등포동8가,0,0,0,중,중,중,0,0,0,중,0,0,하,0,0,0,0,상,0,0,0,0,0,0,최상,중,0,0
서울특별시 용산구 갈월동,0,0,0,중,0,상,0,0,0,0,0,0,하,0,0,0,0,상,중,0,중,중,0,0,상,중,0,하
서울특별시 용산구 남영동,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,상,중,0,0
서울특별시 용산구 도원동,0,0,0,상,하,하,0,0,0,0,0,0,0,0,0,0,0,중,중,하,중,0,0,0,상,중,0,0
서울특별시 용산구 동빙고동,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,0,0,상,중,0,0
서울특별시 용산구 동자동,0,0,0,중,0,중,0,0,0,0,0,0,하,0,0,0,0,상,0,중,하,0,0,0,상,중,0,0
서울특별시 용산구 문배동,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,중,0,하,하,0,0,0,상,중,0,하
서울특별시 용산구 보광동,0,0,0,중,0,상,0,0,0,0,0,중,0,0,중,0,0,상,중,0,최상,0,0,0,상,중,중,상
서울특별시 용산구 산천동,하,0,0,상,상,하,0,0,0,0,0,0,0,0,0,0,0,하,중,0,상,0,0,0,상,중,0,하
서울특별시 용산구 서계동,0,0,0,하,0,중,0,0,0,0,0,중,0,0,0,0,0,상,중,중,중,0,0,0,상,중,0,중
서울특별시 용산구 서빙고동,하,하,0,중,중,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,상,0,0,0,상,중,0,0
서울특별시 용산구 신계동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,하,0,0,0,상,중,0,0
서울특별시 용산구 신창동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,하,0,0,0,상,중,0,하
서울특별시 용산구 용문동,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,상,0,0,0,상,중,0,하
서울특별시 용산구 용산동1가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,중,0,0
서울특별시 용산구 용산동2가,하,중,상,중,0,중,0,0,0,0,0,0,하,0,0,0,0,최상,상,0,상,0,0,중,상,중,0,하
서울특별시 용산구 용산동3가,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,하,하,0,0,0,상,중,0,0
서울특별시 용산구 용산동4가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,0,중,상,중,0,0
서울특별시 용산구 용산동5가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,0,0,0,0,상,중,중,0
서울특별시 용산구 용산동6가,0,0,0,하,0,하,0,0,0,0,상,0,0,0,0,하,0,중,0,0,0,0,0,0,상,중,0,0
서울특별시 용산구 원효로1가,0,0,0,중,0,중,0,0,0,0,0,0,하,0,0,0,0,상,중,0,0,0,0,0,상,중,중,0
서울특별시 용산구 원효로2가,하,0,0,중,중,중,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,중,0,중
서울특별시 용산구 원효로3가,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,하,하,0,0,0,상,중,0,하
서울특별시 용산구 원효로4가,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,상,중,0,하
서울특별시 용산구 이촌동,하,하,중,상,최상,최상,0,0,0,0,0,0,중,0,0,최상,0,최상,중,하,최상,0,0,0,상,중,0,상
서울특별시 용산구 이태원동,중,0,중,중,0,상,상,0,0,0,중,중,중,중,0,상,0,최상,상,중,최상,0,0,0,상,중,중,중
서울특별시 용산구 주성동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,0,0,0,0,상,중,0,0
서울특별시 용산구 청암동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,상,중,0,하
서울특별시 용산구 청파동1가,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,중,0,하
서울특별시 용산구 청파동2가,하,0,0,중,중,중,0,0,0,0,0,0,0,0,0,0,0,최상,중,0,하,0,0,0,상,중,0,하
서울특별시 용산구 청파동3가,하,중,상,중,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,하,0,0,0,0,상,중,0,하
서울특별시 용산구 한강로1가,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,하,중,0,0,0,상,중,중,0
서울특별시 용산구 한강로2가,하,0,0,하,0,상,0,0,0,중,0,0,0,0,0,0,0,최상,중,0,중,0,0,0,상,중,0,상
서울특별시 용산구 한강로3가,하,0,중,중,0,상,0,0,상,0,중,0,하,0,0,중,최상,최상,0,0,0,0,0,0,상,중,0,중
서울특별시 용산구 한남동,하,0,0,상,중,상,0,중,0,0,0,0,최상,중,0,상,0,최상,중,0,최상,0,0,중,상,중,중,상
서울특별시 용산구 효창동,하,0,0,상,0,중,0,0,0,0,0,0,0,0,0,하,0,상,중,하,상,중,0,0,상,중,0,0
서울특별시 용산구 후암동,중,0,0,상,중,상,0,0,0,0,0,0,0,0,0,0,중,최상,최상,중,상,0,0,중,상,중,중,하
서울특별시 은평구 갈현동,중,상,최상,최상,상,최상,0,중,0,0,0,0,중,중,0,하,0,최상,최상,상,최상,0,최상,0,상,상,중,상
서울특별시 은평구 구산동,상,상,최상,최상,상,상,상,0,0,중,0,0,하,0,0,최상,0,상,상,중,최상,0,최상,0,상,상,0,중
서울특별시 은평구 녹번동,상,0,0,상,상,상,상,0,0,0,0,0,0,0,0,최상,중,최상,최상,상,최상,중,최상,중,상,상,중,하
서울특별시 은평구 대조동,중,0,상,상,0,최상,0,0,0,0,상,0,상,중,0,상,상,최상,최상,하,상,0,0,0,상,상,중,상
서울특별시 은평구 불광동,최상,상,중,최상,최상,최상,0,0,0,0,상,0,중,중,0,최상,0,최상,최상,중,최상,0,최상,상,상,상,중,최상
서울특별시 은평구 수색동,하,0,0,중,상,중,0,0,0,중,0,0,0,0,0,하,0,상,상,0,최상,중,최상,0,상,상,0,0
서울특별시 은평구 신사동,상,상,중,최상,상,최상,0,0,0,0,0,0,하,0,0,최상,0,최상,상,상,최상,중,최상,0,상,상,중,하
서울특별시 은평구 역촌동,하,0,0,최상,상,최상,0,0,0,0,0,중,하,0,0,상,0,최상,최상,상,상,0,하,0,상,상,중,중
서울특별시 은평구 응암동,최상,중,상,최상,최상,최상,상,0,0,중,0,중,최상,상,0,최상,0,최상,최상,상,최상,0,최상,0,상,상,상,상
서울특별시 은평구 증산동,하,중,0,상,중,상,0,0,0,0,0,0,하,중,0,0,0,상,최상,중,최상,0,최상,0,상,상,0,0
서울특별시 은평구 진관동,최상,중,최상,최상,최상,최상,0,중,0,중,중,0,하,상,상,최상,중,최상,최상,하,최상,0,최상,최상,상,상,중,상
서울특별시 종로구 가회동,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,상,하,0,0
서울특별시 종로구 견지동,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 경운동,하,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 계동,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,최상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 공평동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 관수동,0,0,0,중,0,하,0,0,0,0,0,0,0,0,0,0,중,중,0,0,하,0,0,0,상,하,0,0
서울특별시 종로구 관철동,0,0,0,상,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,0,0,상,하,중,하
서울특별시 종로구 관훈동,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 교남동,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 교북동,0,0,0,중,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 구기동,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,최상,상,상,하,0,0
서울특별시 종로구 궁정동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,중,0,0,0,0,0,상,하,중,0
서울특별시 종로구 권농동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 낙원동,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,상,상,0,0,상,0,0,0,상,하,0,0
서울특별시 종로구 내수동,0,0,0,하,0,0,0,0,0,0,0,0,하,0,0,중,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 내자동,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,하
서울특별시 종로구 누상동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,중,중,상,하,0,0
서울특별시 종로구 누하동,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,상,하,0,하
서울특별시 종로구 당주동,0,0,0,0,0,중,0,0,0,0,0,0,하,0,0,0,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 도렴동,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,하
서울특별시 종로구 돈의동,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,상,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 동숭동,하,하,0,중,0,중,0,0,0,0,0,0,0,0,0,하,0,최상,0,0,중,0,0,0,상,하,중,중
서울특별시 종로구 명륜1가,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,하,하,0,0,중,상,하,중,0
서울특별시 종로구 명륜2가,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,0,최상,상,0,0,하,0,0,0,상,하,0,0
서울특별시 종로구 명륜3가,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,하,0,상,중,하,중,0,0,중,상,하,0,0
서울특별시 종로구 명륜4가,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,0,0,상,하,0,하
서울특별시 종로구 묘동,0,0,0,중,0,하,0,0,0,0,0,0,0,0,0,0,중,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 무악동,하,0,0,상,중,중,0,중,0,0,0,0,0,0,0,하,0,상,중,중,중,0,하,0,상,하,0,0
서울특별시 종로구 봉익동,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 부암동,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,0,0,하,0,최상,상,상,하,0,0
서울특별시 종로구 사간동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 사직동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,상,0,하,0,하,중,상,하,중,0
서울특별시 종로구 삼청동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,중,0,하,0,0,중,상,하,0,하
서울특별시 종로구 서린동,0,0,0,중,0,중,0,0,0,중,0,0,0,0,0,하,0,상,0,0,하,0,0,0,상,하,0,0
서울특별시 종로구 세종로,0,0,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 소격동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최상,0,0,0,0,0,0,상,하,중,0
서울특별시 종로구 송월동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,0,중,상,하,0,0
서울특별시 종로구 수송동,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,하,0,상,0,0,0,0,0,0,상,하,중,0
서울특별시 종로구 숭인동,0,0,0,중,하,상,0,0,0,0,0,중,하,0,0,중,0,상,최상,0,최상,0,0,0,상,하,중,0
서울특별시 종로구 신교동,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,0,0,상,하,0,하
서울특별시 종로구 신문로1가,0,0,0,하,0,상,0,0,0,중,0,0,0,0,0,중,중,상,0,0,0,0,0,0,상,하,중,하
서울특별시 종로구 신문로2가,0,0,0,하,0,0,0,0,0,0,0,0,중,0,0,하,상,상,0,0,0,0,0,중,상,하,0,0
서울특별시 종로구 신영동,하,0,0,상,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,중,0,상,하,0,0
서울특별시 종로구 안국동,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 연건동,0,0,0,하,0,중,0,중,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,상,하,0,하
서울특별시 종로구 연지동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 예지동,0,0,0,0,0,0,0,0,0,0,중,중,0,0,0,0,중,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 옥인동,0,0,0,하,하,하,상,0,0,0,0,0,0,0,0,하,0,중,0,하,하,0,상,중,상,하,중,0
서울특별시 종로구 와룡동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,하,0,0,0,상,하,0,0
서울특별시 종로구 운니동,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,0,0,상,하,0,0
서울특별시 종로구 원남동,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,상,하,0,0
서울특별시 종로구 원서동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,0,중,0,0,0,상,하,0,하
